text,label
"Yeah, that was really good.",0
"I bet you didn't expect that turn of events, bitch.",1
Fucking lobster bait.,0
Stop trying to fuck the lobsters.,0
They're not interesting.,0
They're not.,0
That's good.,0
Just because your face is red isn't it?,1
not mean you should fuck something that is red.,1
She's got jokes.,0
Yeah.,0
Back to it looks like his parents got fucked by a lobster.,0
Is it Jordan Peterson rose?,0
Tell me what else.,1
The floor is yours.,1
"You know, it makes sense that he's obsessed with hierarchies because I bet in bed he likes to be at the bottom of one.",1
"Oh, yeah.",0
"No, I know.",0
Fucking canceled.,0
Cuz I bet in bed he likes to be at the bottom of one.,0
"Oh, yeah.",0
I'm calling him a suicide.,0
"No, I know it's good.",0
Fucking castle.,0
"I mean, everyone listening to this podcast, here's a here's a fun activity.",0
"If you're listening to this podcast right now on Spotify, where there's now a comment section or YouTube.",1
Spotify has a comment section.,0
Yeah.,0
Give us your.,1
I feel like that's a horrible idea.,0
"Probably, but not for this episode, because if you're listening to this, I want you to give us your most creative Jordan B. Peterson lashing.",1
You like jazz?,1
I feel like he's someone who would pretend to like jazz.,0
I feel like the social esteem.,0
"Yeah, because he's like, I'm a real conservative because like it's like we like.",0
music.,0
"Yeah, yeah.",0
Yeah.,0
I feel like he's one of those people who like super like listen to like my style.,0
You are 21 years old.,1
Uh huh.,0
"Not to do the like, you know, I will just say before we started recording Vivian called me an elder gay.",1
I did not.,0
I did not call you an elder gay.,1
I said you had like the aura of an elder gay.,1
You're not actually an elder gay.,1
You're 26.,1
"I am 26, but you know what?",1
You know who's an elder gay?,1
"Jordan B. Beaver, you're dead.",1
She's quick.,0
She's quick.,0
She's witty.,0
She's sharp.,0
You know what?,1
I think it's good to be called an elder.,0
It's going to happen at some point.,0
Every gay talks about this.,0
At some point you get called an elder gay.,1
It's a band day that needs to be ripped off and I am happy for you to be banded off.,1
You're 26.,1
I'm 26.,0
You have a while before that band day gets ripped off though.,1
"Well, okay.",0
"So speaking of, you have even longer ahead of you.",1
I'm not a gay man.,0
"Well, no, that's not what I mean.",0
I do not have to experience Twitter.,0
I want to look like Meryl Streep in the Dill Force product.,0
Like that's my goal.,0
"As a 21 year old, I don't want to be like, what's next for you?",1
But you have literally your life out of you.,1
"Not to sound like a cliche, but whatever I want to do next.",0
"I really, really enjoy modeling specifically.",0
"I've been doing some photography modeling and I would just sound vague and to say like I enjoy modeling, but I do.",0
It's really fun.,0
I really like how you can get like really creative with like the posing,1
and I struggle sometimes with like serving the correct amount of face,0
But it's like something that I've really been working on trying to improve,0
and I really really enjoy modeling,0
And I don't want to sound vain.,0
It doesn't sound vain really fucking good at it.,0
"Yeah, you are we saw the Teen Vogue cover",1
"Oh, honey.",0
"Yeah, I haven't seen shit yet Period",0
"I'm like I've seen the photos for I don't like no eight eight that are the lesbians are gonna get the photos for out of like, oh, the lesbians are gonna get it.",0
And the gays are gonna get it.,0
"And the barges, and the trans, and maybe some heterosexuals.",0
Come once you know who I am.,1
"That's like kind of extracurricular, though.",0
"Yeah, exactly.",0
We don't really care what they think.,0
Sorry.,0
But we care what many more of this is thanks.,0
What were you studying in Japan?,1
I was studying Japanese language.,0
I wanted to be an English teacher or a translator.,0
Do you still see that somewhere in your future or your pain?,1
"I don't know if obviously I don't think that was going to last forever, but like I'm using this opportunity to explore different.",0
I sound like a fucking pageant queen again.,0
I'm using this opportunity to explore different career paths.,0
that might not have been open to me otherwise and see what I enjoy what I don't enjoy,0
and then obviously I still intend on getting a degree if it's in the same thing we'll see,0
but like if fame dies down then I will continue on the path because I love languages and if it doesn't I'm going to be just vibing.,0
Professionally Vivian?,0
"Yeah, professionally Vivian.",0
"Well, like, um, this is like something that happens to very few people.",0
And I'm very fortunate to be able to get to experience something like this in this life.,0
"So I'm like, I should take advantage of this and see if it's something that I want to take even more advantage of because I really enjoy modeling.",0
And that's something that might not have been open to me otherwise.,0
"I mean, probably open, but not like sustainable, right?",0
Sure.,0
"I actually got off the plane in New York in the first thing someone did was like, hand me a little card being like do you have an agent?",1
Do you have a modeling agent?,1
"I was like, this is correct.",0
"And if you are a casting director who happens to be listening to this podcast, hi, I'm Vivian.",1
"I body is too, you just can't see it right now because I'm draped in black.",1
And the hair and the face.,0
The hair you can't see.,1
Hold on.,0
You got everything going on.,1
"If you are, if you work for Panteen and you're listening to this podcast, look at the material.",1
"Hi, look at the material.",0
Look at the fucking material.,1
It's organic.,0
"This is a big question maybe but you know obviously the climate for LGBT people for trans people specifically is, you know, I don't need to tell you what it is because we're all living through it.",1
Hello.,0
And this is kind of corny.,0
But do you have like a message for trans people now that you're out and have this like kind of huge microphone?,1
Just okay.,0
"Tim when Tim Vogue asked me this basically some exact question, I quite a conger point, so I didn't realize it's putting a movie that I had never heard of.",0
"So to me, it's a quote from scratch voice, which is like, stay strong sister, don't let the bastards get you down.",1
"Which to me, what that means is like, be confident in yourself and who you are and don't let other people's perception of who you are affect your own perception of who you are because you are valid and you are that bitch if you want to be that bitch.",1
Here you are.,1
If you don't want to be that bitch.,1
Then you don't have to be that.,1
You don't have to be.,1
"Yeah, yeah.",0
"But like don't let other people's perceptions of you affect what you think of who you are, or affect your own perception of who you are.",1
That's my message.,0
I feel like you have so much authority in Telling people to not let the bastards get them down because the bastards have certainly tried to get you down,1
They did not succeed.,0
They only contributed to my rise Period Does it feel a little like quick to have that title thrust upon you?,1
"Yeah, I was 21 years old.",0
That's how I felt when you called me a gay elder.,1
"I was like, I called you the spirit of a gay elder.",1
And I'll bet you actually were one.,1
"Thank you very well, you're the spirit of a trans icon.",1
So even I hear the spirit of a trans icon.,0
What is your impression of my voice?,1
My squeaky little boy.,0
"No, your voice is lower than mine.",1
Yeah.,0
"OK, to wrap it up, I have a couple pop culture questions.",0
"Oh, shoot.",0
OK.,0
Are you ready?,1
"OK, absolutely.",0
Are you do you listen to pop music?,1
"Yeah, what is your favorite album out recently?",1
I don't know.,0
I should have a,0
"You know how the honestly was like I just don't release albums anymore I never paid attention to I am part of the problem because I never actually paid attention to what was on what album Okay, fair enough.",1
What music are you listening to a lot of k-pop and a lot of like pop-pop?,1
Have you been following the the black pink solo releases?,1
Oh girl.,0
I love Jenny.,0
The thing she does is out on camera right now.,0
Do you know the scandal?,1
"No, she's not the n-word.",0
There's a video of black things saying the n-word all three of them except for Jisoo I love Jisoo,0
She's my favorite from Blackpink.,0
You're done.,1
"She actually was my favorite from Blackpink, so that hasn't changed.",0
"Well, and she did release a really good single, Earthquake, that I was listening to.",0
I haven't heard that one.,0
I love Flower.,0
Flower is my favorite.,0
I love The Facing Bitch.,0
Flower is my favorite song.,0
"Okay, speaking of pop music, thoughts on Katy Perry going to space?",0
"Okay, some of this podcast has been heavy.",0
I want to lighten it up a little bit.,0
"My thoughts on Katy Perry going to space, it's, you know, it's a woman's world, right?",1
Mm-hmm and it kept spinning regardless as to whether or not she was on for five minutes.,0
Mm-hmm,0
and then she came back.,0
Yeah unfortunately Fucking brutal Katie Perry is like a,0
"and I don't say this with spite, but she's a deeply like millennial figure the most",0
"she's like You know, it's very um, you know, I was little",1
I like I just did a thing.,0
"I thought Roy came out in 1999 You know, I was a little",1
I just did a thing.,0
I thought Roy came out in 1999.,0
I didn't realize it's 2013.,0
"OK, now you're making me feel like a gay elder.",1
"You're like five years older than me, calm down.",1
"Yeah,",0
but we're actually born in 1999.,0
I was born in 98.,0
I was born in 2004.,0
You thought Roar came out in 1999.,1
Yeah.,0
"You are a big, you are the big Drag Race fan.",1
I am a encyclopedia of Drag Race knowledge.,0
"In fact, Vivian and I have hung out three times this weekend.",0
Literally completely by accident.,0
I didn't even know I was doing this.,0
I came to New York.,0
We were both at the same function.,0
And then we were both at this at the drag race.,0
The all stars ten premiere party.,0
Premier party.,0
Yeah.,0
Now we're here.,0
So this is the third time.,0
This is just like fate has keeps pushing us into a room together You could only avoid me for so long.,1
I think it's the vice versa.,0
Mmm.,0
I was never I'm so threat,0
I'm so thrilled.,0
I'm so thrilled on the day of our recording this,0
"it is the premiere of all stars 10 Yes, who are you rooting for to go all the way?",1
There's a thing I have multiple of their numbers.,0
"So if I say somewhat in particular, the others are going to be mad.",0
I don't know if they care that much.,0
"I feel like the politically correct answer for me to say is I am rooting for all my dolls, all the dolls, all the trans representation on the season.",0
"Aja, Bosco, Carrie, Colby, there's so much talent on the season.",0
"And there's so many iconic figures, not only from Drag Race itself, but also just in pop culture in general, especially what they've done outside of the show.",0
Mistress has really exceeded outside of the show.,0
Aja has become such a huge name in ballroom.,0
"And it's just like, really, it warms my heart to see our I raised girls killing it.",0
The dolls.,0
"Yeah, the dolls.",0
Mistress is not trans.,0
Mistress is not trans.,0
"No, no.",0
Jesus is man.,0
We're transvestigating Mistress Isabelle Brooks on the A Bit Pretty podcast.,0
We're fucking dead.,0
"You see, they transvestigated the pope.",1
It's a new one.,0
They're transvestigating the pope?,0
"They literally were like, he, I mean, she is a trans man.",0
"And I'm like, baby, I want whatever you're smoking.",1
No way.,0
Yeah.,0
You can't even be the pope anymore without being transvestitated.,1
People have to.,0
that's what you did me.,1
And I'm obviously a Demirisys woman on the topic of like hate comments that we received.,0
One of the most memorable ones was my very first TikTok.,0
I did this like kick onto a table because I thought I was like so kind of like failing at you go like 20 million views on Twitter.,1
Thank you to whatever conservative posted that on Twitter with my dead name because you basically made my TikTok career.,1
So we stay winning regardless.,0
"It was like kicking my leg up onto the table being like, I'm not just a bitch, I'm a bitch with a backstory.",0
"And someone froze the frame or my leg, was the highest in the air and then circled a line of fabric that they thought was my dick and said I found it.",0
What the fuck?,0
Yeah.,0
What the fuck?,0
Yeah.,0
In rad too.,0
It was very YouTuber.,0
Jesus Christ.,0
Yeah.,0
I'm so sorry that that happened to you.,1
It was so funny.,0
You laugh it off.,1
I don't give a fuck.,0
Yeah.,0
I thought it was so funny.,0
That is fucking funny.,0
I live.,0
And people are psychopaths.,0
It wasn't my dick.,0
I mean they thought my it was so funny.,0
"Like because I don't think they realized how tall I was they the thing in the red circle that was like a line of fabric I think was like 12 inches Baby, no people are fucking crazy.",0
"Yeah, can I end on sort of a cheesy pageant question?",0
Yes,0
Given everything Personally politically nationally.,0
"Yeah, what is something that's giving you hope and joy right now?",1
The symbol.,0
Fuck off.,0
"What's giving me joy is because I own Trans Icon and when I am crowned to Trans Icon, I will find art for world peace.",0
"Okay, I just stopped just referencing all the brain rot that this podcast has given me.",0
What's something that's giving me energy?,0
Something that's giving me life is drag.,0
I love drag.,0
I love drag.,0
We do love drag.,0
Yeah.,0
I'm going back to LA,0
and I'm going to make it my mission to see like as many drag shows as possible.,0
"Vivian Jenimalsen, thank you for... being here on the Abit Pretty podcast.",1
Thank you for having me on the Abit,1
Pretty podcast.,0
"Before we go, where can people find you and where can people hire you?",1
I'm distracted by the fact that you're opposing like a flamingo.,1
"Okay, you know what?",1
You sit in these chairs for long enough,1
and it gets weird.,0
"No, it's very like...",0
It hurts every bone.,0
Where can it be?,0
Every bone.,0
It was deafening.,0
I heard every single thing in your knee just pop. bone.,1
It's kind of like a fucking crunch bar.,0
Like those chocolate things with like the rice crisps inside.,0
Sure.,0
Like when you crunched down on one.,1
"Yeah,",0
"yeah,",0
yeah.,0
That's what it was giving.,0
Thank you.,1
You're welcome.,1
Where can people find you?,1
My TikTok is Vivlinus.,0
My Instagram is also Vivlinus.,0
"And it's like the word villainous, but with a Viv at the front, because I'm very clever.",0
Do you want to give like a pageant goodbye to the camera?,1
Honorary judges and members of the esteemed panel.,0
"This is Vivian Wilson, hailing from the Golden State of California.",0
clever.,0
Do you want to give a pageant goodbye to the camera?,1
your time.,1
That was really fucking impressive.,0
"Yeah, it only should be like eight tries.",0
And that was my morning conversation with Vivian Jenna Wilson.,0
It is a hard time to be a 21 year old girl.,0
It is a hard time to be transgender.,0
It is I imagine a hard time to have that person be your father.,1
And it was just a real joy getting to know Vivian.,0
"Vivian, not as a pawn in a culture war or a conversation that is about so much more than her, but just as her, a 21 year old person.",0
I hope you enjoyed getting to sit down with her as much as I did.,1
"I hope you don't mind that this week we took a break from all of the hardcore internet analysis deep dives to just talk to someone who so often gets spoken for, especially by people who don't have her best interest at heart, and just give her the mic speak for herself.",1
I love you so much.,1
"Thanks for listening today and until next time, stay fruity.",0
